Epoch,Loss,Accuracy,Precision,Recall,F1_score,Confusion_Matrix
1,45.987090811133385,0.7272727272727273,0.7288759344496052,0.7272727272727273,0.7267942962987686,"[[475, 218], [160, 533]]"
2,22.29459621012211,0.8997113997113997,0.8998987550622469,0.8997113997113997,0.8996996518585506,"[[616, 77], [62, 631]]"
3,11.886746974661946,0.950937950937951,0.9510318671912261,0.950937950937951,0.9509353968148198,"[[654, 39], [29, 664]]"
4,8.541532207280397,0.9704184704184704,0.9704194499508587,0.9704184704184704,0.9704184550194039,"[[673, 20], [21, 672]]"
5,3.784901976119727,0.9884559884559885,0.9884600568459849,0.9884559884559885,0.9884559644183839,"[[686, 7], [9, 684]]"
6,1.497157156234607,0.9956709956709957,0.995675124155379,0.9956709956709957,0.995670986656894,"[[691, 2], [4, 689]]"
7,0.5625435053370893,0.9992784992784993,0.9992795389048992,0.9992784992784993,0.9992784989029122,"[[693, 0], [1, 692]]"
8,0.27485894737765193,1.0,1.0,1.0,1.0,"[[693, 0], [0, 693]]"
9,0.2011271226219833,1.0,1.0,1.0,1.0,"[[693, 0], [0, 693]]"
10,0.15470488602295518,1.0,1.0,1.0,1.0,"[[693, 0], [0, 693]]"
